timestamp,messageType,latency,statusCode,roomId
1773008195034,TEXT,66,400,13
1773008195034,TEXT,66,400,9
1773008195034,TEXT,66,400,12
1773008195034,TEXT,66,400,2
1773008195034,TEXT,66,400,20
1773008195034,TEXT,66,400,18
1773008195034,TEXT,65,400,7
1773008195093,TEXT,65,400,19
1773008195093,TEXT,64,400,5
1773008195097,TEXT,66,400,10
1773008195097,TEXT,66,400,4
1773008195097,TEXT,66,400,15
1773008195097,TEXT,66,400,11
1773008195097,TEXT,66,400,14
1773008195097,TEXT,65,400,16
1773008195097,TEXT,65,400,17
1773008195098,TEXT,66,400,6
1773008195098,TEXT,66,400,1
1773008195098,TEXT,64,400,3
1773008195098,TEXT,64,400,12
1773008195100,TEXT,66,400,8
1773008195100,TEXT,66,400,13
1773008195101,TEXT,66,400,9
1773008195101,TEXT,67,400,20
1773008195101,TEXT,67,400,2
1773008195101,TEXT,67,400,18
1773008195101,TEXT,67,400,7
1773008195222,TEXT,129,400,19
1773008195222,TEXT,129,400,5
1773008195222,TEXT,125,400,10
1773008195222,TEXT,125,400,4
1773008195222,TEXT,125,400,11
1773008195222,TEXT,125,400,14
1773008195222,TEXT,124,400,6
1773008195222,TEXT,124,400,1
1773008195222,TEXT,124,400,3
1773008195222,TEXT,125,400,15
1773008195222,TEXT,125,400,17
1773008195222,TEXT,125,400,16
1773008195222,TEXT,124,400,12
1773008195222,TEXT,122,400,8
1773008195222,TEXT,121,400,9
1773008195222,TEXT,122,400,13
1773008195222,TEXT,121,400,2
1773008195222,TEXT,121,400,20
1773008195222,TEXT,121,400,18
1773008195222,TEXT,121,400,7
1773008195287,TEXT,65,400,10
1773008195287,TEXT,65,400,19
1773008195288,TEXT,66,400,5
1773008195288,TEXT,66,400,6
1773008195288,TEXT,66,400,11
1773008195288,TEXT,66,400,17
1773008195288,TEXT,66,400,15
1773008195288,TEXT,66,400,8
1773008195288,TEXT,66,400,13
1773008195289,TEXT,67,400,14
1773008195289,TEXT,67,400,4
1773008195289,TEXT,67,400,1
1773008195289,TEXT,67,400,9
1773008195289,TEXT,67,400,12
1773008195289,TEXT,67,400,16
1773008195289,TEXT,67,400,2
1773008195289,TEXT,67,400,20
1773008195289,TEXT,67,400,3
1773008195289,TEXT,67,400,7
1773008195289,TEXT,67,400,18
